sample_no,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-0.03491211,-0.66534424,-0.33966064,-12.09375,-1.640625,-2.5625
1,-0.22607422,-0.5977173,-0.40948486,-25.6875,-3.4375,1.40625
2,0.03857422,-0.6218872,-0.3279419,5.546875,-14.34375,5.59375
3,0.20629883,-0.91900635,-0.54815674,-2.40625,-12.15625,14.421875
4,0.50512695,-1.5183716,-0.062316895,18.109375,-26.703125,-4.28125
5,0.009033203,-1.3086548,-0.13336182,-24.90625,1.375,-0.5
6,-0.17944336,-0.9702759,-0.45855713,-38.78125,12.984375,-15.984375
7,0.35961914,-0.7695923,-0.10235596,2.21875,-1.796875,-22.1875
8,0.14477539,-0.7090454,0.02532959,-3.96875,12.65625,5.8125
9,-0.038085938,-0.5623169,-0.18389893,-24.75,-8.3125,-12.1875
10,0.09423828,-0.81085205,-0.0064086914,22.90625,2.734375,-17.390625
11,0.19238281,-0.83380127,-0.14630127,-15.078125,8.796875,-10.828125
12,-0.13989258,-0.9717407,-0.63946533,2.4375,-14.390625,-10.546875
13,0.07739258,-1.5576782,-0.33843994,73.5625,-4.515625,-7.859375
14,-0.37548828,-1.4190063,-0.37017822,-18.53125,-2.0,2.359375
15,-0.20361328,-0.88238525,-0.46051025,0.625,9.1875,-8.015625
16,0.20898438,-1.12677,-0.46343994,10.390625,-5.453125,15.96875
17,-0.20214844,-0.8599243,-0.30181885,0.96875,3.578125,7.3125
18,-0.36132812,-0.7703247,-0.26275635,4.5,12.28125,-5.140625
19,-0.099609375,-0.5491333,-0.4192505,-30.453125,7.3125,8.046875
20,0.13549805,-0.3875122,-0.36724854,26.5,-7.09375,13.15625
21,0.12597656,-0.8521118,-0.49224854,74.125,-11.796875,13.609375
22,-0.01977539,-1.15094,-0.42315674,-4.0,1.203125,12.40625
23,0.16040039,-0.78082275,-0.4048462,-7.03125,-1.734375,32.15625
24,0.29760742,-1.1975708,-0.15924072,3.671875,1.71875,12.234375
25,-0.23706055,-1.2908325,-0.5635376,-17.734375,10.234375,-25.640625
26,0.20458984,-1.0586548,-0.3447876,4.234375,6.03125,-13.921875
27,0.35351562,-0.7971802,-0.18365479,7.265625,-3.5625,9.03125
