sample_no,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-0.03466797,-0.9780884,0.12860107,-1.421875,0.671875,-1.203125
1,-0.057128906,-0.9915161,0.14227295,-0.296875,0.5625,-0.03125
2,-0.059326172,-1.0149536,0.1395874,-2.734375,-1.4375,-1.453125
3,-0.04272461,-0.9924927,0.14764404,-1.421875,1.1875,-1.28125
4,-0.044433594,-0.98809814,0.14276123,-1.96875,0.140625,-1.1875
5,-0.06640625,-0.9939575,0.13519287,-1.9375,-0.4375,0.40625
6,-0.05908203,-0.9963989,0.14886475,-1.6875,-0.234375,-0.3125
7,-0.041015625,-0.9834595,0.14031982,-3.796875,0.078125,-1.84375
8,-0.061035156,-0.99664307,0.15692139,1.734375,0.09375,0.3125
9,-0.055419922,-0.98272705,0.14813232,-0.953125,-0.375,-1.296875
10,-0.060058594,-0.98565674,0.14666748,-1.65625,-0.0625,0.359375
11,-0.060058594,-1.0081177,0.1564331,0.546875,0.1875,-0.203125
12,-0.053466797,-0.99957275,0.15106201,-1.4375,0.015625,0.90625
13,-0.05102539,-0.99298096,0.14056396,-0.625,0.734375,0.265625
14,-0.053466797,-0.9734497,0.1461792,0.65625,1.171875,0.015625
15,-0.059326172,-0.99591064,0.1539917,-1.234375,-0.53125,-1.515625
16,-0.052246094,-0.9932251,0.14691162,-0.25,0.09375,-0.25
17,-0.06518555,-0.99786377,0.1449585,-1.953125,0.078125,-0.1875
18,-0.04663086,-0.9776001,0.15081787,0.359375,0.96875,1.09375
19,-0.043701172,-0.9907837,0.15863037,0.796875,1.328125,1.0
20,-0.064941406,-1.0071411,0.1515503,-2.203125,-0.625,-0.828125
21,-0.052001953,-1.0012817,0.14398193,-1.9375,1.671875,-1.375
22,-0.041748047,-0.98223877,0.14105225,-0.234375,1.890625,-0.140625
23,-0.043945312,-0.9968872,0.13519287,-0.859375,-0.78125,0.46875
24,-0.04638672,-0.98443604,0.15570068,-0.59375,-1.1875,1.125
