sample_no,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-0.42797852,0.04486084,1.0336304,-0.6875,0.96875,-0.796875
1,-0.4230957,0.04119873,1.0285034,-1.34375,0.875,-0.515625
2,-0.42797852,0.05218506,1.0143433,-2.28125,0.203125,-0.21875
3,-0.4260254,0.049987793,1.0165405,-1.046875,0.1875,-0.359375
4,-0.4345703,0.04534912,1.0267944,-1.0625,0.1875,-0.09375
5,-0.43676758,0.046569824,1.0167847,-0.578125,0.484375,0.109375
6,-0.4345703,0.046325684,1.0150757,-0.28125,0.875,0.1875
7,-0.4267578,0.051452637,1.0177612,0.890625,1.0,-0.171875
8,-0.4338379,0.051940918,1.0136108,0.421875,1.578125,0.09375
9,-0.42358398,0.046569824,1.0258179,2.640625,3.53125,0.03125
10,-0.4248047,0.03265381,1.0067749,5.65625,4.359375,0.46875
11,-0.41235352,0.047302246,1.0177612,10.03125,4.359375,0.859375
12,-0.41308594,0.007751465,1.0463257,11.203125,4.015625,1.4375
13,-0.41479492,-0.02178955,1.0514526,5.796875,1.828125,1.484375
14,-0.42504883,-0.007385254,1.031189,-0.859375,1.03125,0.4375
15,-0.4128418,0.0036010742,1.0392456,0.03125,2.375,-0.375
16,-0.41577148,0.010437012,1.0316772,-0.59375,1.625,-0.0625
17,-0.4140625,0.0036010742,1.0285034,-1.578125,0.46875,-0.1875
18,-0.41381836,0.00018310547,1.0270386,-3.0625,-1.140625,-0.1875
19,-0.42285156,0.003112793,1.0338745,-1.53125,-0.515625,-0.296875
20,-0.4152832,-0.005432129,1.0299683,-0.046875,1.5,0.28125
21,-0.41601562,-0.00030517578,1.0282593,0.9375,2.46875,0.359375
22,-0.40942383,0.0028686523,1.0299683,0.3125,1.265625,0.21875
23,-0.41210938,0.004333496,1.031189,-1.296875,0.078125,0.125
24,-0.4206543,-6.1035156e-05,1.0324097,-0.125,1.328125,0.390625
25,-0.41430664,0.00091552734,1.0324097,0.40625,1.828125,0.46875
26,-0.40698242,-0.0017700195,1.0289917,0.125,1.171875,0.46875
27,-0.4140625,-0.0032348633,1.0285034,1.84375,1.75,0.453125
28,-0.4177246,0.00579834,1.02948,1.8125,1.921875,0.1875
29,-0.41992188,-0.008850098,1.0421753,1.484375,2.34375,0.171875
30,-0.40405273,-0.011047363,1.0321655,-0.5625,-0.8125,-0.296875
31,-0.4050293,-0.0068969727,1.0397339,-2.21875,-1.65625,-0.953125
32,-0.40771484,-0.004211426,1.0206909,-4.34375,-0.78125,-0.703125
33,-0.41796875,-0.008361816,1.0341187,-2.609375,1.609375,-0.671875
34,-0.42895508,-0.010314941,1.0431519,1.1875,2.125,0.171875
35,-0.41992188,0.00018310547,1.0341187,0.125,0.0625,0.3125
36,-0.43432617,0.010437012,1.0287476,-0.96875,1.4375,1.234375
37,-0.4177246,0.01361084,1.0282593,-0.53125,2.28125,1.328125
38,-0.40307617,-0.0037231445,1.0241089,-0.125,1.390625,0.765625
39,-0.40673828,-6.1035156e-05,1.0309448,-0.5,0.21875,-0.15625
40,-0.4050293,-0.0025024414,1.038269,-1.09375,-0.09375,-0.953125
41,-0.4140625,0.0048217773,1.0289917,-1.0625,0.75,-0.609375
42,-0.421875,-0.0025024414,1.0316772,-0.890625,-0.625,-0.390625
43,-0.40795898,0.009216309,1.0292358,-1.390625,-0.078125,-0.3125
44,-0.42333984,0.007019043,1.0253296,-0.625,1.8125,0.71875
45,-0.4169922,-0.003479004,1.0233765,0.71875,2.09375,0.96875
