sample_no,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,0.71240234,-0.023742676,0.72161865,-0.953125,-1.25,0.5625
1,0.71240234,-0.037902832,0.7230835,2.671875,1.890625,1.0625
2,0.7163086,-0.05718994,0.69281006,2.28125,3.40625,1.609375
3,0.71533203,-0.04034424,0.69573975,2.5625,1.390625,0.953125
4,0.7224121,-0.05279541,0.72943115,1.3125,-1.921875,0.125
5,0.7368164,-0.062805176,0.7243042,-2.359375,-1.34375,0.640625
6,0.71655273,-0.054748535,0.71698,-3.390625,-0.625,1.234375
7,0.71533203,-0.03668213,0.7262573,-1.03125,-0.828125,-0.234375
8,0.7229004,-0.038635254,0.7279663,1.484375,0.484375,-0.109375
9,0.7116699,-0.03643799,0.7201538,0.671875,0.125,-0.03125
10,0.7163086,-0.047424316,0.71917725,0.203125,0.703125,0.625
11,0.7180176,-0.04083252,0.7189331,-1.8125,-1.203125,0.3125
12,0.72143555,-0.03717041,0.7313843,-1.28125,-0.28125,0.5625
13,0.72631836,-0.04840088,0.72210693,-0.4375,-0.453125,1.546875
14,0.7199707,-0.046936035,0.7057495,-0.4375,1.46875,1.34375
15,0.73657227,-0.042297363,0.71087646,0.84375,2.125,0.59375
16,0.73657227,-0.031311035,0.7106323,-0.296875,0.78125,-0.515625
17,0.72216797,-0.037902832,0.7172241,-0.21875,1.625,0.890625
18,0.7233887,-0.039611816,0.70965576,-1.09375,1.09375,1.21875
19,0.71533203,-0.046691895,0.7050171,-1.015625,-0.75,0.328125
20,0.7248535,-0.040100098,0.7189331,0.75,-1.203125,-0.25
21,0.7380371,-0.035217285,0.70428467,0.859375,-2.203125,-0.21875
22,0.7338867,-0.03277588,0.711853,-0.140625,-1.84375,0.015625
23,0.71972656,-0.039367676,0.7067261,0.15625,-0.34375,0.453125
24,0.7258301,-0.04449463,0.7164917,0.328125,-0.875,0.015625
25,0.73046875,-0.042785645,0.71551514,0.46875,-0.890625,-0.359375
26,0.73046875,-0.03375244,0.7218628,-0.03125,-1.015625,-0.09375
27,0.7285156,-0.04107666,0.711853,0.15625,-0.84375,0.34375
28,0.71850586,-0.051330566,0.6889038,-1.578125,-1.546875,0.265625
29,0.7207031,-0.0154418945,0.7157593,-2.203125,-1.328125,-1.09375
30,0.7233887,-0.046203613,0.73553467,1.875,-0.046875,-0.234375
31,0.7307129,-0.053527832,0.7235718,1.21875,-2.15625,0.046875
32,0.7290039,-0.031555176,0.7177124,-1.203125,-1.28125,-0.453125
33,0.71899414,-0.04156494,0.71673584,-0.921875,-0.328125,0.234375
34,0.72265625,-0.051086426,0.72406006,0.78125,0.8125,0.59375
35,0.72436523,-0.04840088,0.7177124,0.90625,0.328125,0.28125
36,0.72802734,-0.032043457,0.7250366,1.296875,1.203125,0.265625
37,0.7060547,-0.04547119,0.71209717,1.078125,2.09375,1.515625
38,0.74560547,-0.047912598,0.71258545,1.890625,2.09375,1.71875
39,0.7385254,-0.043273926,0.71746826,2.859375,2.171875,0.390625
40,0.7314453,-0.050598145,0.69866943,-1.875,0.96875,0.703125
41,0.73657227,-0.050598145,0.6989136,-0.546875,2.890625,1.265625
42,0.73950195,-0.046936035,0.6976929,0.40625,1.921875,0.3125
43,0.74560547,-0.035705566,0.697937,0.453125,0.859375,0.140625
44,0.7453613,-0.046691895,0.68304443,0.21875,0.65625,0.796875
45,0.74121094,-0.038391113,0.696228,1.125,1.25,0.859375
46,0.74316406,-0.04034424,0.68914795,0.953125,1.15625,0.875
47,0.75561523,-0.037902832,0.6898804,0.234375,1.015625,1.0
48,0.7390137,-0.038391113,0.6798706,-1.921875,0.390625,1.578125
49,0.75,-0.040100098,0.68914795,0.625,1.359375,0.4375
50,0.73828125,-0.051330566,0.6901245,-0.078125,0.296875,-0.15625
51,0.7438965,-0.047180176,0.6901245,0.375,-0.640625,0.03125
52,0.7429199,-0.042297363,0.67840576,-1.453125,-1.53125,0.15625
53,0.75097656,-0.027648926,0.6925659,-1.203125,-0.9375,-0.3125
54,0.7512207,-0.042297363,0.6869507,-1.046875,-1.3125,0.15625
55,0.7426758,-0.035705566,0.69403076,0.265625,-1.40625,0.09375
56,0.74560547,-0.042297363,0.69989014,2.109375,0.421875,-0.109375
57,0.78149414,-0.061828613,0.7201538,2.375,1.25,0.46875
58,0.7536621,-0.054748535,0.70355225,-0.40625,-2.53125,0.140625
59,0.7272949,-0.035217285,0.6732788,-1.265625,-5.5,-1.09375
60,0.7336426,-0.019348145,0.69866943,-1.671875,-3.796875,-1.515625
61,0.7272949,-0.023010254,0.70428467,-1.078125,-1.15625,0.234375
62,0.74194336,-0.045959473,0.7001343,0.203125,-1.703125,0.78125
63,0.73706055,-0.041809082,0.6659546,-2.375,-3.75,0.78125
64,0.732666,-0.019592285,0.68792725,-3.625,-2.296875,1.125
65,0.7128906,-0.024230957,0.684021,1.375,2.515625,3.90625
66,0.72631836,-0.035461426,0.68011475,-1.15625,1.1875,2.03125
67,0.7446289,-0.023742676,0.7074585,2.21875,-0.375,-0.640625
68,0.7668457,-0.05255127,0.69818115,1.25,-0.640625,0.578125
69,0.7578125,-0.022521973,0.71868896,0.546875,-1.5,0.375
70,0.72802734,-0.03253174,0.7123413,-1.34375,-3.921875,-0.03125
71,0.7314453,-0.035217285,0.7111206,-1.703125,-1.65625,0.078125
72,0.7307129,-0.034729004,0.7196655,0.875,-0.1875,-0.375
