sample_no,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-0.6665039,-0.33868408,0.7416382,0.828125,1.0625,-0.484375
1,-0.66625977,-0.3262329,0.74261475,-0.71875,0.1875,-0.171875
2,-0.6623535,-0.3164673,0.74212646,0.1875,0.375,-0.90625
3,-0.67163086,-0.33502197,0.7470093,-1.265625,0.28125,-1.15625
4,-0.65966797,-0.3225708,0.7416382,-2.328125,-0.15625,-0.8125
5,-0.65844727,-0.31500244,0.74261475,-2.125,-0.515625,-0.671875
6,-0.6611328,-0.30474854,0.7272339,-5.15625,-1.609375,0.265625
7,-0.65722656,-0.30377197,0.71087646,-15.390625,-2.53125,0.609375
8,-0.69555664,-0.30133057,0.7658081,-21.109375,-0.59375,3.171875
9,-0.65966797,-0.26055908,0.7650757,-28.375,-0.640625,4.703125
10,-0.65771484,-0.25323486,0.7560425,-15.71875,1.078125,2.453125
11,-0.6984863,-0.2625122,0.7872925,-10.046875,1.3125,2.453125
12,-0.66796875,-0.2468872,0.79193115,-9.515625,1.234375,0.734375
13,-0.6582031,-0.22589111,0.78240967,-5.234375,1.140625,-0.734375
14,-0.66137695,-0.21905518,0.78167725,-1.953125,1.453125,0.53125
15,-0.67578125,-0.22320557,0.793396,-0.609375,1.25,1.296875
16,-0.66430664,-0.23858643,0.7941284,2.625,2.140625,1.515625
17,-0.6660156,-0.2288208,0.79315186,4.765625,0.3125,1.046875
18,-0.6418457,-0.222229,0.75897217,-0.640625,-0.046875,-0.015625
19,-0.6796875,-0.2456665,0.77948,-1.453125,1.03125,-0.3125
20,-0.6689453,-0.24005127,0.7831421,0.0625,2.078125,1.140625
21,-0.6789551,-0.253479,0.80340576,-2.109375,0.515625,0.046875
22,-0.6464844,-0.22540283,0.7665405,-4.6875,-0.21875,-1.375
23,-0.66625977,-0.22052002,0.7711792,-5.703125,2.46875,-0.84375
24,-0.66845703,-0.21173096,0.7850952,-3.046875,1.78125,0.09375
25,-0.657959,-0.23028564,0.80877686,0.59375,1.03125,0.71875
26,-0.6586914,-0.23248291,0.7880249,5.25,-0.140625,1.609375
27,-0.65893555,-0.23468018,0.77337646,3.921875,-0.328125,0.734375
28,-0.673584,-0.2312622,0.78411865,0.703125,0.890625,1.25
29,-0.6730957,-0.23468018,0.7909546,-0.078125,0.265625,1.65625
30,-0.6682129,-0.25567627,0.7914429,-2.265625,0.1875,1.359375
31,-0.65625,-0.23199463,0.78045654,-1.4375,-0.796875,0.171875
32,-0.6489258,-0.22808838,0.762146,-2.5625,0.984375,-0.78125
33,-0.68066406,-0.22369385,0.7723999,-1.8125,1.234375,0.28125
34,-0.6672363,-0.24468994,0.78338623,-1.0625,1.546875,1.28125
