sample_no,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-0.28125,-1.6924438,0.31951904,18.125,92.25,-10.03125
1,-0.68725586,-1.4373169,0.27093506,16.984375,95.265625,17.015625
2,-0.5986328,-0.89141846,0.06976318,-20.53125,13.421875,-12.3125
3,0.044189453,-1.0828247,0.27947998,-30.0625,-6.375,8.203125
4,0.09082031,-0.7180786,0.47332764,16.453125,40.96875,49.5
5,0.032470703,-0.035949707,-0.20123291,8.4375,-26.84375,46.6875
6,-0.15966797,0.2411499,0.012145996,-6.65625,-34.046875,4.109375
7,0.30932617,-0.06427002,-0.4138794,-50.25,-45.125,-4.09375
8,-0.39135742,-1.0171509,0.19720459,32.5625,23.734375,-23.953125
9,-0.38061523,-1.9871216,1.3656616,-12.25,-84.890625,44.578125
10,-0.33984375,-1.7774048,-0.3291626,-42.390625,-41.4375,23.296875
11,-0.71875,-0.94195557,0.2970581,30.875,-52.546875,7.609375
12,-0.23925781,-0.9849243,0.2736206,25.03125,-9.125,-58.234375
13,-0.040039062,-0.69659424,0.3287964,-20.78125,-69.890625,-28.125
14,0.053222656,-0.24517822,0.19744873,9.21875,41.328125,-22.03125
15,0.016601562,0.31170654,-0.19415283,1.8125,17.234375,-15.125
16,-0.38598633,0.6100464,-0.13555908,31.0,-7.9375,-8.109375
17,-0.31445312,-0.29473877,-0.2695923,-39.703125,55.546875,-33.859375
18,-2.0,-2.0,0.034606934,-207.34375,19.921875,7.0625
19,1.1489258,-2.0,0.5890503,73.859375,169.65625,5.703125
20,-0.9650879,-1.4265747,0.69158936,-25.125,85.671875,16.453125
21,-0.7512207,-0.8921509,0.0028686523,10.21875,-13.78125,29.640625
22,0.018798828,-1.458313,0.20477295,-34.421875,29.015625,-26.265625
23,0.18579102,-1.1348267,0.5582886,-2.21875,15.59375,41.390625
24,0.23461914,0.08050537,-0.2498169,37.6875,-13.921875,58.875
25,-0.27270508,0.3287964,-0.09063721,-5.53125,-32.109375,4.1875
26,-0.19873047,0.26312256,-0.05206299,-32.0625,-30.4375,-7.96875
27,0.06958008,-0.16339111,-0.29864502,-70.296875,-42.65625,-22.75
28,1.999939,-2.0,0.17449951,143.54688,-211.46875,-19.390625
29,0.41796875,-1.9102173,0.14471436,-6.1875,2.765625,7.21875
30,-0.7766113,-1.5918579,-0.10430908,-16.375,-49.078125,73.328125
31,-0.92163086,-0.4492798,0.9125366,61.390625,-47.46875,-26.6875
32,0.031982422,-1.7161255,0.14398193,-86.234375,-116.6875,-74.875
33,-0.5097656,-0.50567627,0.39422607,-26.0625,-7.859375,-38.828125
34,0.12402344,-0.2720337,0.022888184,26.515625,84.984375,-36.6875
35,0.1459961,0.48797607,-0.27764893,22.625,2.234375,-4.5625
36,-0.2241211,0.88690186,-0.144104,-8.421875,-17.03125,-5.046875
37,-0.26049805,-0.47833252,-0.10699463,-49.75,15.078125,-2.96875
38,-2.0,-2.0,0.75042725,-56.34375,30.359375,8.078125
39,0.2277832,-2.0,0.22601318,57.265625,114.421875,29.515625
40,-0.9904785,-1.5457153,0.98187256,25.859375,109.96875,21.34375
41,-0.60375977,-0.67193604,0.12713623,-6.984375,27.578125,3.75
42,0.09008789,-1.0691528,0.005554199,-50.875,-19.984375,-22.140625
43,0.23510742,-0.9649048,0.96551514,5.421875,-14.546875,47.46875
44,0.40185547,0.15618896,-0.7295532,24.1875,-47.28125,66.9375
45,-0.43603516,0.27703857,-0.18292236,5.890625,-38.25,-8.828125
46,-0.26635742,0.4179077,-0.3040161,-22.171875,-42.8125,-20.25
47,0.0061035156,-0.003967285,0.1227417,-40.109375,-35.078125,-36.859375
48,0.47631836,-2.0,1.999939,-42.328125,-276.73438,72.609375
49,0.09375,-2.0,0.0119018555,-33.171875,8.609375,34.375
50,-1.1088867,-1.1218872,0.31170654,22.109375,-125.90625,49.6875
51,-0.51953125,-1.0930786,0.36688232,28.90625,-5.640625,-86.171875
52,-0.27294922,-0.92388916,0.75286865,-28.15625,-93.515625,-31.84375
53,-0.27929688,-0.78912354,0.5162964,-10.8125,19.1875,-38.03125
54,-0.037841797,0.1618042,-0.3057251,4.34375,82.40625,3.25
55,-0.3203125,1.1488647,-0.7439575,40.59375,-39.609375,-9.140625
56,-0.14355469,-0.31134033,-0.31280518,-80.75,-14.25,-58.671875
57,0.10083008,-2.0,-0.7234497,-38.5,-6.578125,60.234375
58,0.099853516,-1.6853638,1.9291382,13.0,89.265625,48.140625
59,-1.1860352,-1.517395,0.016784668,-35.859375,62.375,16.59375
60,-0.6640625,-1.0442505,-0.059387207,19.484375,29.5625,-14.953125
61,-0.052978516,-1.3618774,-0.033996582,7.515625,41.046875,-21.40625
62,0.71972656,-1.519104,0.7106323,-5.09375,-4.9375,38.953125
63,0.22265625,-0.63116455,-0.13458252,10.984375,28.078125,81.125
64,-0.4609375,0.3270874,0.25286865,-3.78125,-85.546875,26.3125
65,-0.20825195,0.41644287,-0.17486572,4.015625,-33.75,-17.84375
66,0.030517578,0.2897339,-0.4019165,-65.171875,-25.640625,-32.828125
67,0.1262207,-1.4771118,0.17059326,11.671875,-27.015625,-27.578125
68,-0.71899414,-1.6399536,1.0297241,-28.6875,-118.25,95.546875
69,-0.32495117,-1.8584595,-0.13702393,-24.953125,23.453125,25.46875
70,-0.9008789,-0.73101807,0.42279053,17.640625,-77.203125,-29.84375
71,0.26513672,-2.0,0.046081543,-19.375,-37.921875,-66.515625
72,-0.30444336,-0.66778564,0.84124756,-38.578125,-24.140625,-23.40625
73,-0.12890625,-0.39263916,0.20941162,28.78125,65.4375,-8.375
74,-0.057373047,0.34173584,-0.5161743,16.203125,43.28125,-7.375
75,-0.14160156,1.043396,-0.22515869,19.75,-57.140625,-32.78125
76,-0.08520508,-0.7156372,-0.31329346,-21.28125,30.6875,-9.125
77,-0.7163086,-2.0,-1.3206177,-95.84375,10.265625,67.859375
78,0.23022461,-1.477356,1.7035522,52.296875,124.046875,50.09375
79,-0.7463379,-1.6436157,-0.03717041,-14.0,109.171875,21.046875
80,-0.6044922,-1.0420532,0.003112793,11.765625,-7.109375,9.078125
81,0.09814453,-1.538147,-0.06011963,-11.875,22.265625,-28.90625
82,0.47387695,-1.2839966,0.838562,-22.9375,2.21875,23.28125
83,0.4482422,-0.3579712,-0.10284424,24.4375,31.296875,71.53125
84,-0.48632812,0.5084839,0.019958496,-12.109375,-39.421875,0.90625
85,-0.32421875,0.42279053,-0.18927002,-10.515625,-47.265625,-27.5625
